Scientific.Name	countsMT	countsPT	palm	hasEctoparasite	hasEndoparasite	hostOf	isEatenBy	mutualisticWith	parasiteOf	parasitizedBy	symbiontOf	trophic.guild.x	life.span	ecoregion	photosynthetic.rate	locomotion	shade.tolerance	plant.growth.form	grass.growth.type	life.cycle.habit	Mating.System	calcareous.soil.tolerance	growth.rate	eats	motility	ectoparasite.of	ecomorphological.guild	salt.tolerance	drought.tolerance	tissue.contains	germination.requirements	fire.tolerance	developmental.mode	reproduction	Social.System	basal.metabolic.rate	nitrogen.fixation	plant.lifeform	sexual.system	parasitoid.of	pH	number.of.hosts	leaf.morphology	endoparasite.of	photosynthetic.pathway	propagule	anaerobic.soil.tolerance	trophic.level	sexually.dimorphic	litters.per.year	woodiness	has.host	dispersal.age	trophic.guild.y	Ancestry	toleranceGeneral	aquatics	dependency	advancedPhotPathway	unicellularity	HasMSH1	gsize	GCperc	NCBIcount	name	preferred.name	taxid	isEndoparasite	isEctoparasite	water	migration	thermalBiology	hostAge	waveExposed	habitat	intertidal
abrota ganga	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Endopterygota | Amphiesmenoptera | Lepidoptera | Glossata | Coelolepida | Myoglossata | Neolepidoptera | Heteroneura | Eulepidoptera | Ditrysia | Apoditrysia | Obtectomera | Papilionoidea | Nymphalidae | Abrota					multicellular		0.015356	18.794	13	abrota ganga	abrota ganga	1417361									
abrus expansivus	13																																																											multicellular		0.015904	25.2578	13	abrus expansivus	abrus expansivus	2664682									
abscondita anceyi	13																																																											multicellular		0.016519	20.1586	13	abscondita anceyi	abscondita anceyi	2307266									
abscondita terminalis	13																																																											multicellular		0.016402	20.1988	13	abscondita terminalis	abscondita terminalis	2069292									
absidia glauca	16										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Nucletmycea | Fungi | Mucoromycota | Mucoromycotina | Mucorales | Cunninghamellaceae | Absidia			depend		multicellular	MSH1	0.06308	28.1785	28	absidia glauca	absidia glauca	4829									
abudefduf bengalensis	13					hostOf		mutualisticWith		parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Nemacheilidae | Oxynoemacheilus			depend		multicellular		0.016776	44.8259	13	abudefduf bengalensis	abudefduf bengalensis	229088								freshwater	
abudefduf vaigiensis	13										symbiontOf													eats										iteroparous	Social Group Living													omnivore							Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Pomacentridae | Abudefduf			depend		multicellular		0.016703	45.405	13	abudefduf vaigiensis	abudefduf vaigiensis	192871								marine benthic	
acacia ligulata	37	73														sessile		woody									terrestrial plant											terrestrial plant					broad		C3 photosynthetic plant						woody				Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Acacia				C3 photosynthetic plant	multicellular		0.698138	45.0642	38	acacia ligulata	acacia ligulata	138025								hedge	
acanella arbuscula	14																										planktonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Cnidaria | Anthozoa | Alcyonacea | Isididae | Acanella					multicellular	MSH1	0.018616	37.2529	14	acanella arbuscula	acanella arbuscula	44213									
acanthacorydalis orientalis	13																																																											multicellular		0.015753	23.2337	13	acanthacorydalis orientalis	acanthacorydalis orientalis	1449960									
acanthaluteres brownii	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Tetraodontiformes | Balistoidei | Monacanthidae | Acanthaluteres					multicellular		0.016441	47.2903	13	acanthaluteres brownii	acanthaluteres brownii	392908								marine	
acanthaphritis unoorum	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Cobitidae | Cobitis					multicellular		0.01662	42.864	13	acanthaphritis unoorum	acanthaphritis unoorum	270607								marine	
acanthaspis cincticrus	13																																																											multicellular		0.015686	28.0122	13	acanthaspis cincticrus	acanthaspis cincticrus	1911546									
acanthaspis ruficeps	13																																																											multicellular		0.015846	28.1459	13	acanthaspis ruficeps	acanthaspis ruficeps	1524498									
acanthaster brevispinus	13																										planktonic			high-magnesium calcite																		carnivore							Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Myopsida | Loliginidae | Loligo					multicellular		0.016254	43.6262	13	acanthaster brevispinus	acanthaster brevispinus	339859									
acanthaster planci	13					hostOf	isEatenBy			parasitizedBy	symbiontOf													eats			planktonic			high-magnesium calcite																		carnivore							"Life | Cellular | Eukaryota | SAR (Stramenopiles, Alveolates, Rhizaria) | Rhizaria | Retaria | Foraminifera | Globothalamea | Rotaliida | Serioidea | Cassidulinidae | Cassidulininae"			depend		multicellular		0.016234	43.6615	13	acanthaster planci	acanthaster planci	133434								marine	
acanthis flammea	13			hasEctoparasite		hostOf	isEatenBy	mutualisticWith		parasitizedBy	symbiontOf													eats																															Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Monocots | Commelinids | Poales | Cyperaceae | Carex			depend		multicellular		0.01682	45.4875	13	acanthis flammea	acanthis flammea	54769								coastal	
acanthobrama persidis	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Leuciscidae | Acanthobrama					multicellular		0.016613	44.2244	13	acanthobrama persidis	acanthobrama persidis	643423								freshwater	
acanthocardia tuberculata	12																								facultatively mobile		surficial modifier																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Bivalvia | Cardiida | Cardioidea | Cardiidae | Acanthocardia					multicellular		0.016104	40.0956	12	acanthocardia tuberculata	acanthocardia tuberculata	385555								marine benthic	
acanthocepola krusensternii	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Priacanthiformes | Cepolidae | Acanthocepola					multicellular		0.016415	45.7447	13	acanthocepola krusensternii	acanthocepola krusensternii	270597								benthic	
acanthocheilonema viteae	12																																																						Onchocercidae					multicellular		0.013724	26.4573	12	acanthocheilonema viteae	acanthocheilonema viteae	6277								coastal	
acanthocobitis botia	13					hostOf				parasitizedBy														eats																	72														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Stomiatii | Stomiiformes | Stomiidae | Eustomias			depend		multicellular		0.01666	42.479	13	acanthocobitis botia	acanthocobitis botia	425510								marine	
acanthocobitis zonalternans	13																																								68														root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Actinopterygii | Actinopteri | Neopterygii | Teleostei | Osteoglossocephalai | Clupeocephala | Otomorpha | Ostariophysi | Otophysi | Cypriniphysae | Cypriniformes | Cobitoidei | Nemacheilidae | Paracanthocobitis					multicellular		0.016642	43.5705	13	acanthocobitis zonalternans	acanthocobitis zonalternans	425497								freshwater	
acanthogobius hasta	13				hasEndoparasite	hostOf	isEatenBy			parasitizedBy			1											eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Gobiiformes | Gobioidei | Oxudercidae | Gobionellinae | Gymnogobius			depend		multicellular		0.016663	45.46	13	acanthogobius hasta	acanthogobius hasta	267130								marine	
acanthopagrus latus	13										symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Gobionidae | Gobio			depend		multicellular		0.016609	44.795	13	acanthopagrus latus	acanthopagrus latus	8177								freshwater	
acanthopagrus schlegelii	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Perciformes | Cottioidei | Liparidae | Paraliparis					multicellular		0.016649	44.0927	13	acanthopagrus schlegelii	acanthopagrus schlegelii	72011								bathyal zone	
acanthopagrus schlegelii x pagrus major	13																																																													0.016649	44.0987	13	acanthopagrus schlegelii x pagrus major	acanthopagrus schlegelii x pagrus major	1678904									
acanthorhodeus chankaensis	13					hostOf				parasitizedBy																															7														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Acheilognathidae | Acanthorhodeus			depend		multicellular		0.016774	42.35	13	acanthorhodeus chankaensis	acheilognathus chankaensis	75334								temperate	
acanthorhodeus gracilis	13																																																											multicellular		0	0	0	acanthorhodeus gracilis	acheilognathus gracilis	881188									
acanthoscelides obtectus	13																							eats																															Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Fabales | Fabaceae | Cytisus					multicellular		0.01613	23.602	13	acanthoscelides obtectus	acanthoscelides obtectus	200917								marine	
acanthurus leucosternon	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Acanthuriformes | Acanthuridae | Acanthurus					multicellular		0.016434	44.3349	13	acanthurus leucosternon	acanthurus leucosternon	459747								marine benthic	
acanthurus lineatus	13										symbiontOf		46											eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Passeroidea | Thraupidae | Diglossa			depend		multicellular		0.016532	43.57	13	acanthurus lineatus	acanthurus lineatus	483362								headwater	
acantopsis choirorhynchos	13																																																											multicellular		0.0166	43.4036	13	acantopsis choirorhynchos	acantopsis choirorhynchos	357281									
acasta sulcata	13																										planktonic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Hexanauplia | Thecostraca | Cirripedia | Thoracica | Sessilia | Balanomorpha | Balanoidea | Archaeobalanidae | Acastinae | Acasta | Acasta sulcata					multicellular		0.015326	27.5936	13	acasta sulcata	acasta sulcata	1527573								marine benthic	
accipiter gentilis	13			hasEctoparasite	hasEndoparasite	hostOf		mutualisticWith		parasitizedBy	symbiontOf		22	Northern Triangle temperate forests									225	eats									altricial	pair provides care															female larger	1					Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Accipitriformes | Accipitridae | Accipiter			depend		multicellular		0.018266	44.1147	13	accipiter gentilis	accipiter gentilis	8957								tundra	
accipiter nisus	13			hasEctoparasite	hasEndoparasite	hostOf	isEatenBy			parasitizedBy			202	East Saharan montane xeric woodlands									258	eats									altricial	occasionally breeds cooperatively		9516													Sexes colored or patterned differently						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Accipitriformes | Accipitridae | Accipiter			depend		multicellular		0.018647	43.0364	13	accipiter nisus	accipiter nisus	211598								forest	
accipiter trivirgatus	13													Myanmar Coast mangroves										eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Accipitriformes | Accipitridae | Accipiter					multicellular		0.018454	44.4402	13	accipiter trivirgatus	accipiter trivirgatus	210844								tropical	
accipiter virgatus	13			hasEctoparasite						parasitizedBy				Sunda Shelf mangroves																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Accipitriformes | Accipitridae | Accipiter			depend		multicellular		0.017952	45.0479	13	accipiter virgatus	accipiter virgatus	387810								terrestrial	
acentrogobius caninus	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Stomiatii | Stomiiformes | Stomiidae | Eustomias					multicellular		0.016614	45.9673	13	acentrogobius caninus	acentrogobius caninus	376894								marine	
acentrogobius chlorostigmatoides	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Cobitidae | Cobitis					multicellular		0.017098	44.6485	13	acentrogobius chlorostigmatoides	acentrogobius chlorostigmatoides	1285428								marine	
acentrogobius pflaumii	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Euteleostei | Neoteleostei | Acanthopterygii | Gobiiformes | Gobioidei | Gobiidae | Acentrogobius					multicellular		0.016515	47.6597	13	acentrogobius pflaumii	acentrogobius pflaumii	376893								brackish water	
acerella muscorum	13																																																											multicellular		0.015018	18.7042	13	acerella muscorum	acerella muscorum	187596									
acerentomon microrhinus	13																																																											multicellular		0.015213	28.6005	13	acerentomon microrhinus	acerentomon microrhinus	996308									
aceros waldeni	13													Greater Negros-Panay rain forests																																									Aves | Coraciiformes | Bucerotidae | Aceros					multicellular		0.021657	44.9831	14	aceros waldeni	aceros waldeni	978109									
acestrorhynchus sp. nm-2010	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Characiformes | Characoidei | Acestrorhynchidae					multicellular		0.016758	42.7199	13	acestrorhynchus sp. nm-2010	acestrorhynchus sp. nm-2010	909829								freshwater	
acetes chinensis	13						isEatenBy																				planktonic			calcium phosphate																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Pancrustacea | Multicrustacea | Malacostraca | Eumalacostraca | Eucarida | Decapoda | Sergestoidea | Sergestidae					multicellular		0.01574	29.371	13	acetes chinensis	acetes chinensis	439396								coastal	
achalinus meiguensis	13													Daba Mountains evergreen forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Nemacheilidae | Oxynoemacheilus					multicellular		0.017239	45.6697	13	achalinus meiguensis	achalinus meiguensis	572522								freshwater habitat	
achalinus spinalis	13													Jian Nan subtropical evergreen forests																																									Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Nemacheilidae | Oxynoemacheilus					multicellular		0.017165	44.3227	13	achalinus spinalis	achalinus spinalis	1748395								freshwater habitat	
achatina fulica	13				hasEndoparasite	hostOf				parasitizedBy	symbiontOf													eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Stylommatophora | Achatinoidea | Achatinidae | Achatina			depend		multicellular		0.015057	36.5544	13	achatina fulica	lissachatina fulica	2315439								subtropical	
achatinella mustelina	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Euarchontoglires | Glires | Rodentia | Ctenohystrica | Hystricognathi | Caviomorpha | Cavioidea | Caviidae | Caviinae | Microcavia					multicellular		0.016323	19.9289	13	achatinella mustelina	achatinella mustelina	115943								tropical	
acheilognathus intermedia	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cobitoidei | Nemacheilidae | Oxynoemacheilus					multicellular		0.01661	45.5689	13	acheilognathus intermedia	acheilognathus intermedia	430564								freshwater	
acheilognathus macropterus	13					hostOf		mutualisticWith		parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Cephalopoda | Coleoidea | Neocoleoidea | Decapodiformes | Decapodida | Myopsida | Loliginidae | Sepioteuthis			depend		multicellular		0.016774	42.6493	13	acheilognathus macropterus	acheilognathus macropterus	80791								marine	
acheilognathus majusculus	13																							eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Oscines | Muscicapoidea | Mimidae | Mimus					multicellular		0.017155	43.1478	13	acheilognathus majusculus	acheilognathus majusculus	481687								desert	
acheilognathus omeiensis	13							mutualisticWith			symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Gobionidae | Gobio			depend		multicellular		0.016774	43.3111	13	acheilognathus omeiensis	acheilognathus omeiensis	881190								benthic	
acheilognathus rhombeus	13																																																						Life | Cellular | Eukaryota | Archaeplastida | Chloroplastida | Streptophyta | Embryophytes | Tracheophyta | Spermatophytes | Angiosperms | Eudicots | Superrosids | Rosids | Brassicales | Brassicaceae | Physaria					multicellular		0.01678	43.1108	13	acheilognathus rhombeus	acheilognathus rhombeus	80784								freshwater	
acheilognathus signifer	13																																																											multicellular		0.016566	45.3761	13	acheilognathus signifer	acheilognathus signifer	80807									
acheilognathus somjinensis	13																																																											multicellular		0.016569	44.5772	13	acheilognathus somjinensis	acheilognathus somjinensis	481701									
acheilognathus tonkinensis	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Spiralia | Mollusca | Gastropoda | Nudibranchia | Fionoidea | Trinchesiidae | Diaphoreolis					multicellular		0.016767	43.514	13	acheilognathus tonkinensis	acheilognathus tonkinensis	80788								tropical	
acheilognathus typus	13																																																						Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Acheilognathidae | Acheilognathus					multicellular		0.016778	43.0325	13	acheilognathus typus	acheilognathus typus	80789								freshwater	
acheilognathus yamatsutae	13										symbiontOf																																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Otomorpha | Ostariophysi | Cypriniformes | Cyprinoidei | Acheilognathidae | Acheilognathus			depend		multicellular		0.016703	43.3216	13	acheilognathus yamatsutae	acheilognathus yamatsutae	80790								oceanic benthopelagic zone	
achirus lineatus	13					hostOf		mutualisticWith		parasitizedBy														eats																															Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Reptilia | Diapsida | Archosauromorpha | Archosauria | Dinosauria | Saurischia | Theropoda | Tetanurae | Coelurosauria | Maniraptoriformes | Maniraptora | Paraves | Aves | Ornithurae | Neornithes | Neognathae | Neoaves | landbirds | Passeriformes | Suboscines | Furnariidae | Cranioleuca			depend		multicellular		0.016577	45.9492	13	achirus lineatus	achirus lineatus	253938								subtropical	
acholotermes chirotus	13																																																											multicellular		0.01495	33.9398	13	acholotermes chirotus	acholotermes chirotus	1934430									
aciculitermes aciculatus	13																																																											multicellular		0.01495	31.2508	13	aciculitermes aciculatus	aciculitermes aciculatus	1934431									
aciculitermes maymyoensis	13																																																											multicellular		0.01495	33.0033	13	aciculitermes maymyoensis	aciculitermes maymyoensis	229658									
acidnotermes praus	13																																																											multicellular		0.014913	34.0777	13	acidnotermes praus	acidnotermes praus	1934432									
acinonyx jubatus	13				hasEndoparasite	hostOf				parasitizedBy	symbiontOf		228	East Saharan montane xeric woodlands		arboreal locomotion					Not Monogamous			eats			fossorial and_or ground dwelling							No Paternal Care	solitary	17115												carnivore		89			465		Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Carnivora | Feliformia | Felidae | Acinonyx			depend		multicellular		0.017047	39.3735	13	acinonyx jubatus	acinonyx jubatus	32536								terrestrial	
acipenser baerii	13				hasEndoparasite	hostOf		mutualisticWith		parasitizedBy	symbiontOf		63											eats																	75														Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Sarcopterygii | Tetrapoda | Amniota | Synapsida | Therapsida | Cynodontia | Mammalia | Theria | Eutheria | Placentalia | Boreoeutheria | Laurasiatheria | Scrotifera | Cetartiodactyla | Ruminantia | Cervidae | Cervinae | Rucervus			depend		multicellular		0.016763	45.3379	13	acipenser baerii	acipenser baerii	27689								subtropical	
acipenser brevirostrum	13				hasEndoparasite	hostOf				parasitizedBy	symbiontOf		67											eats	actively mobile		nektobenthic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Chondrostei | Acipenseriformes | Acipenseridae | Acipenser			depend		multicellular		0.01668	45.5396	13	acipenser brevirostrum	acipenser brevirostrum	7907								marine benthic	
acipenser dabryanus	13				hasEndoparasite	hostOf				parasitizedBy			100																																										Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Chondrostei | Acipenseriformes | Acipenseridae | Acipenser					multicellular		0.016438	46.1005	13	acipenser dabryanus	acipenser dabryanus	62061								freshwater	
acipenser dabryanus x acipenser schrenckii	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Chondrostei | Acipenseriformes | Acipenseridae							0.016439	46.0734	13	acipenser dabryanus x acipenser schrenckii	acipenser dabryanus x acipenser schrenckii	2054245								lake	
acipenser fulvescens	13				hasEndoparasite	hostOf				parasitizedBy	symbiontOf		152											eats	actively mobile		nektobenthic																												Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Chondrostei | Acipenseriformes | Acipenseridae | Acipenser			depend		multicellular		0.016542	45.8167	13	acipenser fulvescens	acipenser fulvescens	41871								marine	
acipenser gueldenstaedtii	13				hasEndoparasite	hostOf				parasitizedBy			46																					iteroparous														carnivore							Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Chondrostei | Acipenseriformes | Acipenseridae | Acipenser					multicellular		0.016594	45.5647	13	acipenser gueldenstaedtii	acipenser gueldenstaedtii	7902								benthic	
acipenser gueldenstaedtii x acipenser baerii	13				hasEndoparasite	hostOf				parasitizedBy																																													Life | Cellular | Eukaryota | Opisthokonta | Metazoa | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Chondrostei | Acipenseriformes | Acipenseridae							0.016594	45.5044	13	acipenser gueldenstaedtii x acipenser baerii	acipenser gueldenstaedtii x acipenser baerii	1358432								lake	
